CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,MonthlyRevenue,NPS,CLV,Exited
986,557,Spain,Female,36,7,42343.20724779231,1,0,0,50064.44710356181,292.99387449430213,7,22903.668407659374,0
987,770,Spain,Male,39,4,0.0,1,1,1,194003.1572470787,75.50259780349046,3,8939.143622705591,0
988,720,Germany,Female,50,9,0.0,1,1,0,30154.092382402923,85.31728939817762,3,3628.1538364695266,1
989,632,France,Male,48,3,0.0,1,1,0,148870.64828717546,82.88086014850472,4,3515.5081844155334,1
990,652,France,Male,26,1,0.0,1,1,1,10371.288925629775,70.30550448816625,10,7173.100849736903,0
991,666,France,Female,47,6,0.0,3,1,0,33515.525729641566,168.0945212137402,8,10552.157656183559,1
992,486,France,Male,49,4,105910.43467953864,1,1,0,172298.4762492789,617.8518929677422,7,30632.64090280909,0
993,630,Germany,Male,36,8,152717.6860823264,2,0,0,68847.70699904248,880.5619317015237,6,38508.48932613818,0
994,595,France,Male,43,6,0.0,1,0,1,199000.99043951227,73.25459859462457,7,5776.227764079773,0
995,569,Spain,Female,42,8,157751.38318089588,2,1,1,148952.28915136008,900.4589552899251,9,67129.09076306636,0
996,627,Spain,Female,29,9,85065.2299212577,2,1,1,79693.48639137151,536.4203447757404,8,60134.4285173622,0
997,793,France,Female,34,9,0.0,2,1,1,91119.36768799779,118.3160780268123,9,8250.801193561818,0
998,701,Germany,Female,45,4,0.0,1,1,1,55794.445240277244,66.35580351479712,6,5327.513146338389,0
999,604,France,Male,33,10,141288.11391834338,2,0,0,165369.01775921416,832.8237244285865,4,58561.73890055109,0
1000,695,France,Male,47,5,116164.42708815188,1,1,0,11401.712482403982,634.9452557560012,8,67330.52726055915,0
1001,761,Germany,Male,51,7,92407.5887887951,2,0,1,55384.482775889264,593.01806269633,5,21180.475870829767,0
1002,723,Germany,Female,49,9,75735.53590282607,1,1,1,175376.19200271176,470.732344625112,8,30894.728877006848,0
1003,654,France,Male,57,5,103650.70243136646,2,0,0,195044.8218645898,634.1489422443565,5,68071.41817474061,1
1004,598,France,Female,37,10,100926.63083738179,1,1,1,93446.08559956406,575.7913454685552,6,15952.95070512295,0
1005,705,France,Female,39,3,0.0,1,1,0,167204.46891673305,72.48934161738924,6,6984.364309411565,0
1006,681,France,Female,41,1,114340.59473713435,2,1,1,164955.10715994035,692.8056989875819,4,33961.52534153239,0
1007,721,Germany,Male,37,5,81585.31459040844,1,1,1,156755.35992359923,463.95800984913257,5,45751.11195365479,0
1008,700,Spain,Male,43,8,89146.64839693005,1,1,1,169970.8469675504,524.0409312519399,6,42354.761129393235,0
1009,733,France,Male,20,7,0.0,1,0,1,189741.15820637956,80.58678656911395,2,5072.740196046168,0
1010,607,Germany,Male,40,2,132004.71282244578,1,1,0,20069.989725610445,722.4382388657369,2,71734.30028559665,1
1011,755,France,Female,24,4,100571.68562639061,2,1,1,78229.90464198052,620.0637365439961,8,29210.27724218392,0
1012,665,France,Male,28,5,131818.40942017364,1,1,1,143221.91794090785,720.5655111613593,3,45270.207710132745,0
1013,816,Germany,Female,45,6,171921.10899601254,2,0,1,46999.88077718882,974.2451964051195,8,35119.557785231795,0
1014,594,Germany,Female,36,1,119172.77212557314,3,1,1,110919.65412066627,760.3291099199295,8,31497.96320004194,0
1015,788,Germany,Female,44,5,0.0,1,1,1,128447.00368559157,60.34346307850704,6,4397.344875284439,0
1016,665,Spain,Male,35,1,155692.6859024367,1,1,1,41827.51959277809,832.8283131695163,8,39456.877665276064,0
1017,597,Germany,Male,49,7,136000.91329826802,2,0,1,140061.33588692363,794.0792787020471,8,30130.43786921419,0
1018,611,France,Male,35,6,105649.67234663406,1,0,0,17210.64559284569,593.2443011130898,5,38991.352188770405,1
1019,624,Spain,Male,18,1,0.0,1,1,1,15327.890940498415,73.59174398385778,9,2999.245145891302,0
1020,683,Germany,Male,40,3,147173.39653961916,2,1,0,150914.29975371793,847.4881631591185,5,92002.51798688437,1
1021,691,France,Male,18,6,0.0,2,1,0,133877.14328790078,118.29200741672796,4,12918.255629344758,0
1022,604,Germany,Female,23,8,177565.90267326072,2,0,0,155318.43247407288,1006.9797506637021,7,111925.52466097985,0
1023,648,France,Male,29,2,0.0,1,1,0,12774.897873117146,53.53091832875526,5,6225.710950172885,0
1024,821,France,Male,27,9,116282.68826899162,1,1,0,24808.940831504115,655.817472211674,6,31286.955760776207,0
1025,788,Germany,Female,32,9,0.0,1,1,0,68327.47749572789,78.76916437218199,5,6170.813423621155,1
1026,684,France,Female,27,7,89886.47830463793,1,1,0,29659.699542020768,502.6757493292037,3,26344.76569506064,0
1027,653,Spain,Female,23,8,181860.25411632174,1,1,0,73005.55284714967,972.7553035313057,7,39669.4866772723,0
1028,659,France,Male,53,7,54827.83063435691,2,0,0,116483.66072264285,397.4506574818578,3,19915.424863629956,1
1029,699,Germany,Female,31,3,94509.84445437358,1,1,0,114965.76772607556,544.472355753517,4,30005.287454370664,1
1030,568,France,Female,18,3,86177.58864088161,1,0,0,27376.805741056905,483.53346663664087,4,32947.28020502999,0
1031,629,France,Female,34,10,69846.53747519714,1,0,1,23651.305304713278,422.41792961231346,5,16183.058157962516,0
1032,516,France,Male,26,6,99307.87100868953,2,1,0,18434.439832090175,631.4564565811502,5,19684.75707014593,0
1033,681,Germany,Female,29,3,106170.09696884578,2,1,1,177141.1175901684,653.9682887011177,5,40131.997467453424,0
1034,701,Spain,Male,45,10,0.0,2,1,0,154859.2501268352,113.02315827756145,1,8898.047663127343,0
1035,611,Spain,Female,33,9,57672.17290848904,2,1,1,166496.0883617604,406.24409314397155,10,41485.60085113679,0
1036,775,France,Male,26,9,173993.2776325989,1,1,0,13561.211888442453,935.1786532373425,1,67073.03051950804,0
1037,551,France,Female,42,6,103175.44532020681,2,1,0,146429.06028552804,655.7943521150293,4,59652.36121764716,1
1038,532,France,Female,49,8,126296.1985175475,1,0,0,130359.92617843386,705.588873499265,5,75327.72144152124,1
1039,667,Spain,Male,43,8,101562.49346319228,1,0,1,28444.790632822864,570.1574721156053,5,50705.1700748972,0
1040,733,France,Female,18,8,120129.28752074683,2,1,1,120601.35794222554,714.9561212038468,10,29525.76334055556,0
1041,784,Germany,Male,26,9,127957.81451224542,1,1,1,22140.712111308076,703.9875411039815,6,60217.12001764262,0
1042,613,Germany,Male,38,9,0.0,2,1,1,96130.52805621906,135.24670862453212,8,15973.608050772651,0
1043,736,France,Male,35,5,0.0,1,1,1,139891.64028591276,74.17487147603765,6,7596.0835562182665,0
1044,646,France,Female,34,0,173940.78427349258,1,0,1,21664.706163219616,926.5853850832748,5,70876.47798122787,0
1045,636,Germany,Male,28,7,44282.54758112719,3,1,0,107118.71196150924,407.42849880559913,5,44446.37023553076,1
1046,720,France,Female,23,5,127379.10332985158,3,1,0,141141.50469166457,792.7531284171988,7,23113.008341869776,0
1047,702,France,Female,58,6,128589.15170517516,3,0,1,19608.46002275141,799.4760107501969,5,79040.07998647791,1
1048,523,France,Female,38,1,98638.10415309659,1,1,1,175344.91320072953,550.1342971973305,6,46758.836350129255,0
1049,768,Spain,Female,44,2,116517.82975500332,2,0,0,77346.43063848765,692.1153832449884,6,28637.719498336515,0
1050,760,Germany,Male,38,5,125816.35614872773,1,1,1,69738.09900962241,716.4690212681071,7,70878.36098917654,0
1051,599,France,Male,38,2,0.0,2,1,0,33080.05388457537,139.29160507084066,8,15841.279458024397,0
1052,681,France,Male,37,4,38712.37278711653,2,1,0,197214.3270232379,306.5044735072407,4,29571.149533584998,0
1053,689,France,Female,26,3,105600.59697547973,4,1,1,119857.0388789709,758.5430081627586,6,69222.50516171934,0
1054,670,Spain,Male,22,4,176325.69236507599,2,0,0,120819.57526415221,1004.3931764867657,6,96376.0262046389,0
1055,605,France,Male,41,7,88235.27522404029,1,1,1,125881.83551138814,504.15560181115524,4,17531.758080923497,0
1056,596,France,Female,39,3,103253.81954068998,1,0,0,89296.6673552087,590.3714756323755,8,64764.256845787226,0
1057,647,Germany,Male,47,8,0.0,1,1,0,82729.76087406157,64.98364926266947,4,5463.400609217838,1
1058,743,Germany,Female,45,2,105048.71645746095,1,1,1,114277.97493102276,603.3743358526659,2,31096.655879555336,1
1059,693,Germany,Male,29,6,0.0,1,0,1,41350.27543582457,81.27979817437802,7,2528.400768537482,0
1060,620,Germany,Male,49,6,0.0,1,1,0,121883.9852799738,60.58770124060047,7,5881.137379091275,0
1061,711,France,Male,45,0,129394.6898411477,2,1,0,104584.77889948104,766.3146456457245,8,66690.54056440375,0
1062,422,France,Male,44,2,0.0,1,0,1,38138.26765152706,73.20192120900917,9,6426.71917506135,0
1063,741,France,Female,60,9,84270.46241555511,1,1,1,158100.57566450513,496.6194478970707,8,33943.54241214296,0
1064,510,France,Male,58,0,99743.07713630822,1,1,0,24341.099553452725,565.071196344444,0,60259.591001996974,1
1065,621,Germany,Male,44,7,134460.1573673576,1,1,0,55639.373833204074,743.8776467060834,3,82272.38167955169,1
1066,560,Germany,Female,43,9,131425.2612233973,1,1,1,42100.93895430003,739.2443652521125,7,57714.270585432896,0
1067,546,Spain,Female,48,4,117336.39547318319,2,1,1,96977.4126293035,697.6732796012426,8,69711.0311752118,0
1068,742,France,Female,32,3,0.0,2,0,1,144552.6802384448,109.01526079415856,6,10868.187176878102,0
1069,612,Germany,Female,32,2,181152.67681174958,3,1,0,56019.64593669802,1079.5549300342025,10,96330.0057910764,0
1070,677,Germany,Female,44,6,153052.29984320528,2,1,1,38753.23152979606,885.1735407168678,7,54467.05479933158,0
1071,646,France,Male,29,7,0.0,1,0,1,117465.10569977004,67.09596330066125,9,4132.970835282475,0
1072,688,Germany,Female,43,7,170717.53585891204,1,0,1,136468.02652954165,915.2867465920933,10,40861.00933303534,0
1073,656,France,Male,39,0,112576.58992490696,2,1,0,190685.00723360153,684.035525552372,3,18799.53681810677,0
1074,547,France,Male,29,6,142584.05108875112,1,0,1,125515.22899443725,777.1205827696335,10,45797.12763647734,0
1075,729,Spain,Male,38,4,0.0,1,1,1,117909.4895986336,71.09926823432677,7,6207.861095572606,0
1076,610,Spain,Male,51,1,0.0,1,1,0,99790.03777751086,95.00443280223521,3,5972.283317804532,1
1077,525,France,Male,38,7,0.0,1,1,1,63109.512171836664,69.05416613324664,8,5818.312777823601,0
1078,615,France,Male,38,1,0.0,1,1,1,190703.93538199653,67.63059393031567,6,6983.452054230783,0
1079,770,Germany,Male,41,5,0.0,2,1,0,145052.33767477918,114.15667676947282,7,8775.484514090998,0
1080,718,Spain,Female,42,4,107195.1115263534,1,1,1,99999.61548690559,577.561311828106,9,36215.19254731131,0
1081,622,Spain,Female,34,5,181392.6540093061,2,0,1,111111.78948117787,1038.974821801704,10,28498.13057568889,0
1082,622,France,Female,41,10,158540.82903914852,2,1,0,192033.50550900254,906.3469310295096,7,55394.46778357901,0
1083,624,France,Female,27,9,146815.08924880862,1,1,1,102235.82718933336,817.3646662935923,8,67783.93515332032,0
1084,816,France,Male,30,7,140374.69863604818,2,1,0,198743.16997450584,826.926710267457,3,89014.92491766455,0
1085,680,France,Female,31,8,128864.67624078285,2,1,0,118542.08881429848,787.1516153990526,7,40653.304355425134,0
1086,684,France,Male,42,2,93542.3178167847,1,1,1,184239.94426453687,542.71198329896,10,32132.488964796383,0
1087,732,France,Male,39,2,104397.33408964143,1,0,0,147531.08307811085,579.2961568593663,4,35950.284788258,0
1088,669,Spain,Male,36,6,159562.70553404442,2,0,0,30672.431561014753,895.4379559651513,2,88853.56947818646,0
1089,629,France,Male,44,2,0.0,1,1,1,126912.87822183508,71.20567205806125,8,6516.647124198569,0
1090,634,Germany,Male,41,10,66655.81314414687,1,1,0,191062.6953381519,399.7390162196005,3,13353.418066193371,1
1091,644,France,Male,35,9,123057.06849613604,2,1,0,73385.69724023262,732.6767934313002,7,38854.975229292824,0
1092,647,France,Male,27,4,61086.86263443419,2,1,1,77859.19332093165,417.51676623367507,6,46105.10033404777,0
1093,708,France,Male,29,9,98882.52381520759,1,1,1,31981.3205866006,581.8631139684586,9,54427.06989096098,0
1094,654,France,Male,23,3,67681.4068197986,1,1,1,107181.66197249736,406.3418896684621,6,42180.81176321311,0
1095,708,France,Female,39,10,119790.36962536882,1,0,1,66736.64608624051,676.2395170187062,7,57518.07181921503,0
1096,643,Germany,Male,29,8,127435.22554011793,1,0,0,156588.53135205098,716.0299173520986,2,73851.20457263832,1
1097,656,Germany,Male,33,10,164396.7053993025,2,1,1,49139.49396119077,942.5454262081346,8,90001.82908095286,0
1098,490,France,Female,36,7,137356.3759393585,1,1,0,150204.79482429876,759.3145056343802,9,73602.27815557353,0
1099,723,France,Female,48,8,105368.2112057437,2,1,0,87809.74865743719,639.2455090910815,7,44496.48536748534,0
1100,677,Spain,Male,47,5,0.0,2,1,1,188365.6182554285,116.08542590304648,10,9363.05686674804,0
1101,729,Germany,Female,37,1,0.0,2,1,0,118975.65558590967,122.63777826004186,4,10805.292728681956,1
1102,418,France,Male,50,7,69271.88470168985,1,0,0,178404.99242099133,408.6869736553783,6,14687.432486225749,0
1103,817,Spain,Male,18,0,0.0,2,1,1,58868.807011357734,130.2383878825322,8,14443.099323769555,0
1104,638,Germany,Male,56,10,132784.393801693,2,1,0,189920.43661784174,779.2740238748087,6,41595.288810654536,0
1105,738,Germany,Female,44,4,84804.84129325894,1,0,0,51201.62328746706,499.4146301512691,6,24996.734592896166,0
1106,566,Germany,Male,39,1,0.0,2,1,1,189679.97725501194,133.23589630181073,5,9308.211392480202,0
1107,699,Germany,Female,29,6,0.0,1,1,0,176376.83653866308,60.36670514507832,8,5457.252977931167,0
1108,565,Germany,Male,33,4,0.0,2,1,1,48400.316494833336,119.148987868405,6,9983.10080089693,0
1109,600,France,Female,44,9,129022.6309743989,2,0,1,134781.28826300873,751.0563966117746,6,55153.23750252743,0
1110,803,Spain,Male,44,2,0.0,2,0,1,80146.42367915169,120.68579205158474,6,4007.9871049555313,0
1111,634,Germany,Male,44,6,129787.05373324371,1,0,1,86295.54614476455,713.5892246542625,9,82488.2107686084,0
1112,667,Spain,Female,30,2,105920.54920063644,2,1,0,17506.225589805777,648.9826905862992,6,15674.81522914867,0
1113,719,Germany,Female,28,5,0.0,2,0,0,167397.1414602929,139.82902716715594,6,9140.271877668716,0
1114,689,France,Male,39,3,0.0,1,1,1,59318.060889342436,64.44413800071425,4,6771.508236624133,0
1115,662,France,Female,45,9,152786.5821683883,2,1,0,156066.83761474275,895.1083056167256,7,23238.8018004725,0
1116,679,France,Female,38,1,0.0,2,1,0,121942.57290306917,114.67433257774726,6,9402.005855405838,0
1117,842,France,Male,52,8,155115.0857497019,2,1,1,194447.47070948512,908.4632185606938,10,102051.55269179532,0
1118,645,France,Female,38,5,0.0,1,1,1,48150.114247207755,67.56293324189063,6,2535.4975897327176,0
1119,666,Spain,Female,37,4,119466.12953265203,2,1,1,70895.16363874619,725.9018484174618,7,48874.41038587307,0
1120,734,France,Male,44,4,0.0,1,1,1,41628.48573225259,62.31831959093668,10,7165.999802440956,0
1121,738,Spain,Male,50,7,150265.4046866618,1,1,1,168133.85766695958,825.5273418413982,7,89865.0628324714,0
1122,744,Spain,Male,24,4,138399.24518709525,2,1,1,72763.43222399458,815.5541181420707,6,24433.338921296076,0
1123,701,France,Male,26,7,99199.4352789307,1,1,0,47074.77559778806,571.4668804914888,7,40330.35949227507,0
1124,558,France,Male,34,7,140569.4432833671,2,1,0,122479.81916432478,828.8317718178358,6,94346.24983159328,0
1125,780,Spain,Male,69,0,134342.61822726903,1,0,0,81740.31982046411,734.676186292554,3,68354.74483357761,1
1126,558,Germany,Female,35,3,80840.14779248775,2,1,0,164322.75929564948,527.5086806904408,5,38196.710410390944,1
1127,674,Germany,Male,36,8,0.0,2,0,1,155109.12175651843,106.55941800725748,7,2608.963207726003,0
1128,589,Germany,Female,44,1,114593.21082704225,1,1,1,32784.310362288554,636.1709406539208,9,46882.36925508463,0
1129,644,Germany,Male,47,10,90409.14994518345,2,1,1,172617.28284059634,580.1807612772378,5,65165.722974436794,1
1130,676,Spain,Male,39,3,83278.75926803713,2,1,1,196688.09299412105,535.0858474754409,8,40847.906300958064,0
1131,675,Germany,Female,49,3,104473.16978167134,2,1,1,152676.35778443387,634.9571385341552,8,24527.867781213015,0
1132,683,Germany,Female,26,0,127800.01138640835,2,1,0,166551.4125526478,761.0304166365322,4,72761.02117675514,0
1133,779,Germany,Male,30,9,0.0,1,1,0,184313.85536043067,77.94878733467712,4,4938.671380361447,1
1134,686,France,Male,49,9,0.0,2,1,0,159311.78121173388,115.4503765099799,1,9573.929987291845,1
1135,630,Germany,Male,38,6,0.0,1,0,0,121099.77252372896,64.99886747805719,4,7733.513261190515,1
1136,727,France,Female,25,0,0.0,1,0,1,22950.592111695347,73.83355542654985,6,8381.972317037864,0
1137,745,Germany,Male,24,4,0.0,3,1,1,102043.93350042462,172.85663492642163,5,12388.979317420995,1
1138,551,France,Female,29,7,0.0,2,0,0,158758.41892983226,110.75685173571311,5,5366.448121251132,0
1139,697,France,Female,38,3,173257.77321111923,2,1,0,58681.616683165055,966.9083307334645,5,25482.360918318922,0
1140,706,France,Male,42,4,0.0,1,1,1,134169.64127225324,79.61622242673789,6,5029.199441852524,0
1141,626,France,Male,34,10,100681.39800294038,2,1,0,69881.0323142836,621.4389424551107,9,23217.1012819792,0
1142,760,France,Male,41,9,0.0,2,1,0,173812.23742830523,118.54878605566856,3,5408.03452599086,0
1143,637,Germany,Male,33,2,0.0,1,1,1,79018.46017893536,73.58163869142972,9,6775.731601442179,0
1144,660,France,Male,50,4,154158.2305026801,1,0,0,18639.000494021308,835.0412388788283,5,31376.96522626779,1
1145,636,France,Male,63,2,0.0,1,1,1,120644.48626380479,71.40390629394189,4,8427.53644659777,1
1146,651,France,Female,34,3,128699.35280353481,2,1,0,18693.67145478434,772.5667459574821,9,29962.221986563247,0
1147,562,Spain,Male,42,10,140666.31995344633,2,0,0,50979.09061563986,825.2239272347553,3,90763.46597650136,1
1148,534,France,Female,41,2,65618.06224760899,1,1,1,105274.402155566,398.67337130106796,5,22590.813292197356,1
1149,777,France,Male,39,4,80562.6217865796,1,1,1,160722.58123036427,464.0956776938823,5,38826.613527149544,0
1150,582,France,Male,44,1,101388.17707818365,1,1,1,70811.61537913344,576.3097089628512,4,43329.33198523807,0
1151,570,Spain,Female,42,8,0.0,2,1,1,64974.933813331685,113.16877177344247,6,3254.448678491968,0
1152,477,France,Female,33,2,117332.44785775323,2,0,1,31469.696524937874,692.1740726433753,7,68134.1284778744,0
1153,598,France,Male,51,9,140530.36559594894,4,0,1,121276.09340023398,915.4490824893503,3,36892.39433538194,1
1154,544,France,Female,40,0,104000.87577835255,2,1,0,111182.9724909261,644.0388979009083,4,27967.10024995192,1
1155,781,Germany,Female,34,4,0.0,2,0,1,11685.576124022495,114.33666123676846,8,8428.81274068198,0
1156,730,France,Female,62,3,0.0,1,1,1,143554.08176228104,71.28508189040106,6,1860.513444864635,0
1157,594,Spain,Male,36,1,96345.26989410174,2,1,0,97472.67439870142,592.61128897731,8,54209.0885772312,0
1158,830,France,Female,40,7,99476.57961313376,1,0,0,64937.966955673735,566.1847309153009,6,25976.8300393618,0
1159,728,France,Female,39,8,113702.70481247216,2,0,1,145050.33674983648,661.85300140731,2,49375.339060904524,0
1160,624,France,Female,36,5,0.0,2,1,0,164241.26510738826,119.45008186496102,6,4780.092717475555,0
1161,450,France,Female,42,7,0.0,1,0,0,123456.980150465,81.8199073248709,5,7432.84103046731,1
1162,833,France,Female,29,1,0.0,2,1,1,27943.190444750337,115.44303207749938,6,2934.2957106499935,0
1163,538,France,Male,43,10,0.0,3,1,1,182101.9964179167,152.36235262487924,4,8544.837268139408,1
1164,518,France,Male,20,5,130089.31266546634,1,1,1,13387.539268573408,721.7022246892179,7,50704.777684175315,0
1165,731,Spain,Male,25,0,26823.145387568162,1,1,1,49773.966356099256,205.0192990966206,4,8249.807611687476,0
1166,845,Germany,Male,56,9,169280.40535411914,1,1,0,60235.6753546742,930.0342054915881,2,22402.921570499915,1
1167,760,France,Male,25,2,0.0,2,1,0,80297.53822376627,119.9539259964368,7,13215.35716068063,0
1168,695,Spain,Female,18,6,147087.05673880255,2,1,1,77542.5404571317,859.9132030587656,8,89915.07660931571,0
1169,697,Germany,Male,25,0,0.0,1,0,1,180800.99524524756,55.469927325426795,6,1592.1342586763253,0
1170,718,Germany,Female,55,5,154156.89937725477,2,1,0,161268.4428003436,916.682772728503,3,88867.02714197173,1
1171,710,France,Female,20,6,0.0,1,1,1,48271.04815685235,65.55213408442583,6,3171.779994794358,0
1172,672,Spain,Male,28,2,123290.14949673026,2,1,1,191283.4510603052,739.4190851293778,10,20064.76818905119,0
1173,658,France,Female,23,10,0.0,2,1,0,78832.87699921353,121.76817721308073,9,9113.445129497619,0
1174,644,Spain,Male,35,7,174132.1573780138,2,1,0,51524.22814654589,1002.5439213964589,5,112129.20650671782,0
1175,589,France,Female,33,7,112048.13987010706,1,1,1,189687.56697934424,623.9783445692825,4,27417.67118124741,0
1176,627,France,Female,33,4,161632.44093513046,3,0,1,118656.80832278935,988.3614842420426,10,40511.80089565023,0
1177,514,France,Male,56,10,0.0,1,1,1,122041.7502549148,76.19002772692087,7,8525.941920438681,0
1178,642,France,Male,26,1,101315.96662728865,1,1,1,134638.07656239253,583.7094402504296,4,23349.409581144653,0
1179,570,Spain,Male,36,1,110941.80010218042,2,1,1,128793.3654086447,665.8179330023883,6,16639.64942818926,0
1180,561,France,Female,41,4,0.0,1,1,0,129678.45555984248,76.37768604283929,5,8125.933604892693,1
1181,664,Spain,Female,28,3,118389.85499525207,2,1,1,10371.754464772155,708.8871391392483,9,20138.368394827903,0
1182,761,France,Male,42,3,0.0,2,0,0,140279.71000424333,108.91156334388766,4,5594.170072933715,0
1183,723,France,Female,34,4,56659.65301752088,1,1,0,151006.1723945673,349.90892206585687,3,17009.266447647453,0
1184,524,Spain,Male,41,0,82094.08157410461,1,0,0,15117.358415051622,492.7887000153399,8,42642.05097446015,0
1185,570,Germany,Male,36,6,136544.648320394,2,1,1,128650.45359550854,804.6151137653703,5,37215.74595626988,0
1186,725,France,Female,18,2,146353.74688984948,1,1,0,60283.58336293514,814.438074599343,9,48380.01042654409,0
1187,571,France,Male,51,9,111498.90003569121,2,1,0,129371.41584205441,695.6589809013051,1,64372.94183993881,1
1188,632,Germany,Female,58,9,95696.48096642885,2,1,0,60334.299644481325,596.2402920567292,8,42718.233625288936,1
1189,694,France,Female,36,7,69463.95505298788,2,0,0,28223.994063424318,473.2346897532982,5,41491.13586069716,0
1190,572,Germany,Female,29,8,161577.5249738115,1,0,1,43869.18456721538,873.0064855997051,6,35014.78266727384,0
1191,658,Spain,Male,53,7,136193.00011477867,2,1,0,184377.23856551305,795.8467229780391,0,91600.61360112026,1
1192,543,France,Male,56,10,0.0,1,0,1,93434.9577557613,69.90568115230751,7,5195.701641329502,0
1193,601,France,Male,36,1,130062.48457588138,1,0,1,184102.75050219643,721.460086218281,9,18259.534895404075,0
1194,675,France,Female,35,6,122167.84708769734,2,1,1,101954.30814915424,735.3030171776658,7,43545.161368578694,0
1195,522,France,Female,37,3,151133.7364740116,1,1,1,180687.01675623364,834.1410016946508,9,79208.33132736219,0
1196,685,Germany,Male,21,4,125079.7743538613,1,1,1,117839.34436129271,693.2727125526164,6,40525.013148592465,0
1197,648,Spain,Female,35,10,117319.00985881708,1,1,0,76695.3462549064,660.694472578784,4,45294.857818629054,1
1198,694,Spain,Male,55,9,138466.17560052336,2,0,0,52205.280236597726,796.0807110161294,4,32265.27634345666,1
1199,667,Germany,Male,36,4,0.0,1,1,1,80530.47437123096,64.2409663056387,6,3044.3785271116726,0
1200,759,France,Male,27,10,0.0,1,0,0,43615.722351656215,77.8122393539553,5,2093.4287099503363,0
1201,660,Spain,Male,42,8,86382.66150501737,1,0,1,196475.0535299088,508.9954048529242,6,38308.43856812045,0
1202,615,France,Male,31,1,0.0,2,1,0,76241.82834487261,103.74835883117565,5,8288.849191419024,0
1203,659,Germany,Male,37,1,138678.1031233935,4,0,0,115817.39454901656,914.0123105468483,8,33268.51910429646,1
1204,693,France,Female,25,2,0.0,1,0,0,199372.5961044949,68.97281129677415,8,3913.190662359667,0
1205,653,Spain,Female,27,4,132557.6786379389,1,1,1,108593.68638793504,734.6417570235074,7,50386.09272478052,0
1206,653,Germany,Male,45,3,104670.19449789959,1,0,1,69026.5850323365,592.5735032892969,7,70234.51136215638,0
1207,593,France,Female,39,9,124015.25706999087,1,0,0,126662.68419218472,692.7361337974264,6,44007.57383301462,0
1208,596,France,Female,30,9,148811.49448039013,2,1,0,165261.73910414564,862.7829850681015,7,45333.266343992764,0
1209,537,Spain,Male,39,8,132795.41896255608,2,1,1,127124.42508191099,781.6160506981782,7,58918.93859537375,0
1210,789,France,Female,31,2,148389.6350567832,1,1,1,51867.695337402605,802.7600038287956,9,69211.25343463346,0
1211,550,Spain,Female,30,0,0.0,1,0,1,46568.364639849286,57.15731987920677,7,4086.63959709523,0
1212,594,Germany,Female,49,4,174674.71797992996,3,1,1,146264.28159846138,1051.4222673126305,8,68598.15881838971,1
1213,592,France,Female,45,7,154250.4534645317,2,0,1,171284.2622371965,892.6219946566508,8,71098.38140797094,0
1214,721,France,Female,37,0,103673.96556653641,1,1,0,142839.18706245153,582.5582349088627,6,44245.236403270304,0
1215,626,Spain,Male,39,0,0.0,2,1,1,27717.209870489987,116.96609091493006,10,6355.648319922531,0
1216,749,France,Female,37,5,0.0,2,1,1,71227.65542990946,119.92064589256367,3,7806.963085750152,0
1217,596,France,Male,42,6,95940.6395307225,1,1,0,140246.67653543115,556.7903385765118,5,31500.85716314414,1
1218,672,Germany,Female,30,7,0.0,2,0,1,145099.1712010302,126.95684611023101,7,8617.294997097168,0
1219,583,Spain,Male,46,7,147362.0231886943,1,0,0,98191.20994814325,813.6340955566237,7,85625.73767256203,0
1220,821,France,Male,41,2,91976.66013698412,2,0,0,66633.13451499643,570.7962415057951,9,41740.430805718206,0
1221,554,France,Female,35,3,0.0,1,1,0,27519.574574727725,66.65403579510374,6,3954.4775733419187,0
1222,674,Spain,Male,33,8,124544.15522048778,3,1,0,20066.899716476328,798.0094649044079,6,87974.39328170232,0
1223,700,Germany,Female,46,10,154354.69074942666,2,1,1,31687.087242073543,884.2902488937042,8,48429.33382833037,0
1224,683,Germany,Male,36,4,155510.10193150397,1,1,0,74104.98634152312,818.7757644155838,6,63237.85504057665,0
1225,635,France,Female,31,10,0.0,2,1,1,125896.62624087145,102.53027000656341,6,7308.775909663253,0
1226,639,Germany,Male,34,8,110129.35659625685,2,1,0,171150.72692484478,662.0267110551868,5,75309.70740657739,1
1227,653,Spain,Male,45,4,0.0,2,0,1,57646.162038708455,120.30313488451165,7,6955.963276628039,0
1228,638,Spain,Male,21,4,149651.81775161854,2,1,0,24360.766538072297,870.3630640482462,3,79660.47003870392,0
1229,727,Spain,Female,34,8,157382.06047500187,1,1,0,193513.4045066022,851.1173186738928,4,72719.90050267546,0
1230,826,France,Female,48,5,111540.58854679774,2,0,1,127201.83825936019,680.8706323997851,4,16473.313444140746,0
1231,605,Germany,Female,36,2,159219.42234197236,2,0,0,37007.36389103309,925.7426274409333,3,85858.57936566236,1
1232,540,France,Female,40,4,115744.61620487992,1,1,0,57624.96342720889,648.9545323067794,4,53621.86643765973,1
1233,642,France,Female,48,0,0.0,1,1,0,89551.22872623456,59.950283077139375,4,3660.1306905449305,1
1234,850,Germany,Female,46,8,0.0,3,1,0,193801.42640075018,179.73659993258252,9,19053.12448030171,0
1235,585,Spain,Male,33,9,94535.70027268672,2,1,0,32284.258610103698,589.4827241453266,0,24813.042781405697,0
